name,description,ingredients,category,protein,carbs,fat,fiber,vitamins,calories,cooking_time,spicy_level,instructions,is_vegetarian
Khichdi,"A comforting one-pot dish made with rice and lentils, often flavored with spices, great for digestion.","rice, lentils (moong dal), turmeric, salt, ghee, cumin, vegetables (optional)",dinner,10,40,8,6,"{'vitamin A': 5, 'fiber': 6}",350,30,1,"1. Rinse rice and lentils, then cook with water, turmeric, and salt until soft. 2. In a separate pan, heat ghee and cumin, adding any vegetables. 3. Mix in cooked rice and lentils. 4. Serve hot with pickle or yogurt.",TRUE
Oats Khichdi,"A healthy twist on traditional khichdi using oats instead of rice, mixed with lentils and spices.","oats, lentils (moong dal), turmeric, salt, ghee, cumin, vegetables (optional)",dinner,10,35,7,8,"{'vitamin A': 5, 'fiber': 8}",300,25,1,"1. Rinse lentils and cook with oats, water, turmeric, and salt until soft. 2. In a pan, heat ghee and cumin, adding any vegetables. 3. Stir in cooked mixture and cook for another 5 minutes. 4. Serve hot with pickle or yogurt.",TRUE
Vegetable Pulao,"A fragrant rice dish made with basmati rice, mixed vegetables, and spices, often served with raita.","basmati rice, mixed vegetables (carrots, peas), onion, cumin, bay leaf, ghee, salt",dinner,8,40,10,4,"{'vitamin A': 15, 'vitamin C': 10}",400,30,1,"1. Rinse basmati rice and soak for 30 minutes. 2. Heat ghee in a pot, add cumin and bay leaf. 3. Sauté chopped onions until golden. 4. Add mixed vegetables and soaked rice, along with water and salt. 5. Cover and cook until rice is tender. 6. Serve with raita.",TRUE
Daal Fry,"A flavorful preparation of cooked lentils tempered with spices, often served with rice or bread.","lentils (toor dal), onion, tomato, garlic, cumin, mustard seeds, salt, oil",dinner,14,35,8,7,"{'fiber': 7, 'iron': 5}",350,25,2,"1. Cook lentils until soft and mash slightly. 2. In a pan, heat oil and add mustard seeds and cumin. 3. Add chopped onions and garlic, sauté until golden. 4. Stir in chopped tomatoes and cook until soft. 5. Mix in cooked lentils, add salt, and simmer for 5 minutes. 6. Serve hot with rice or bread.",TRUE
Methi Malai Murg,"A rich and creamy chicken dish cooked with fenugreek leaves and spices, served with naan or rice.","chicken, methi (fenugreek leaves), cream, onion, ginger, garlic, spices, salt",dinner,25,5,20,2,"{'vitamin A': 15, 'iron': 2}",600,45,3,"1. Marinate chicken with spices and salt. 2. In a pan, heat oil and sauté chopped onions, ginger, and garlic. 3. Add marinated chicken and cook until done. 4. Stir in cream and fenugreek leaves, simmer for 10 minutes. 5. Serve with naan or rice.",FALSE
Cabbage Sabzi,"A simple stir-fried cabbage dish seasoned with spices, often served as a side.","cabbage, onion, cumin, turmeric, green chili, salt, oil",dinner,2,10,5,3,"{'vitamin C': 20, 'fiber': 3}",150,20,1,"1. Heat oil in a pan and add cumin seeds. 2. Add chopped onions and sauté until translucent. 3. Stir in chopped cabbage, turmeric, green chili, and salt. 4. Cook until cabbage is tender. 5. Serve warm as a side dish.",TRUE
Grilled Lemon Herb Chicken with Quinoa,"Juicy chicken marinated in lemon and herbs, served with fluffy quinoa and steamed vegetables for a wholesome meal.","chicken breast, lemon juice, garlic, olive oil, herbs (thyme, rosemary), quinoa, mixed vegetables (broccoli, carrots)",dinner,30,35,10,5,"{'vitamin C': 15, 'iron': 2}",450,30,1,"1. Marinate chicken in lemon juice, garlic, olive oil, and herbs for at least 30 minutes. 2. Grill chicken for 6-7 minutes on each side until cooked through. 3. Cook quinoa according to package instructions. 4. Steam mixed vegetables. 5. Serve grilled chicken over quinoa with vegetables on the side.",FALSE
Baked Cod with Vegetables,"Tender cod fillets baked with a medley of colorful vegetables, drizzled with olive oil and herbs for flavor.","cod fillets, zucchini, bell pepper, cherry tomatoes, olive oil, garlic, salt, pepper",dinner,25,15,8,3,"{'vitamin A': 20, 'omega-3': 1}",350,25,1,"1. Preheat oven to 400°F (200°C). 2. Arrange cod and chopped vegetables on a baking sheet. 3. Drizzle with olive oil, minced garlic, salt, and pepper. 4. Bake for 15-20 minutes until cod is flaky and vegetables are tender. 5. Serve hot.",FALSE
Zucchini Noodles with Marinara Sauce,"A light and healthy alternative to pasta, zucchini noodles topped with a rich marinara sauce, perfect for a low-carb meal.","zucchini, marinara sauce, olive oil, garlic, salt, pepper, basil",dinner,5,20,7,2,"{'vitamin C': 30, 'fiber': 2}",250,20,1,"1. Spiralize zucchini into noodles. 2. In a pan, heat olive oil and sauté minced garlic until fragrant. 3. Add marinara sauce and simmer for 5 minutes. 4. Toss in zucchini noodles and cook for 2-3 minutes until tender. 5. Serve garnished with fresh basil.",TRUE
Stuffed Bell Peppers with Brown Rice and Turkey,"Bell peppers filled with a savory mixture of brown rice, ground turkey, and spices, baked to perfection.","bell peppers, ground turkey, brown rice, onion, garlic, diced tomatoes, spices (cumin, paprika), cheese (optional)",dinner,25,40,10,5,"{'vitamin C': 50, 'iron': 3}",400,40,2,"1. Preheat oven to 375°F (190°C). 2. Cook brown rice according to package instructions. 3. In a skillet, sauté onions and garlic, then add ground turkey and cook until browned. 4. Stir in cooked rice and diced tomatoes. 5. Cut tops off bell peppers and remove seeds, then stuff with the turkey mixture. 6. Place in a baking dish and bake for 30 minutes. 7. Optionally, sprinkle cheese on top before serving.",FALSE
Vegetable Stir-Fry with Tofu,"A quick and colorful stir-fry featuring tofu and a variety of fresh vegetables, tossed in a savory sauce.","tofu, mixed vegetables (broccoli, bell pepper, snap peas), soy sauce, garlic, ginger, sesame oil",dinner,15,25,10,4,"{'vitamin C': 25, 'iron': 2}",300,25,2,"1. Press tofu to remove excess moisture and cut into cubes. 2. In a pan, heat sesame oil and sauté garlic and ginger. 3. Add mixed vegetables and cook for 5 minutes. 4. Add tofu and soy sauce, cooking until heated through. 5. Serve hot over rice or noodles.",TRUE
Chickpea and Spinach Stew,"A hearty stew made with chickpeas and spinach, flavored with spices, perfect for a comforting meal.","chickpeas, spinach, onion, garlic, ginger, diced tomatoes, cumin, coriander, salt",dinner,15,30,5,8,"{'iron': 4, 'fiber': 10}",350,30,2,"1. In a pot, heat oil and sauté chopped onions, garlic, and ginger until soft. 2. Add diced tomatoes and cook for 5 minutes. 3. Stir in chickpeas, spinach, and spices, simmer for 15 minutes. 4. Serve warm with bread or rice.",TRUE
Lentil Tacos with Avocado,"Healthy and delicious tacos filled with spiced lentils, topped with fresh avocado and salsa.","lentils, taco seasoning, tortillas, avocado, salsa, lettuce",dinner,15,45,8,10,"{'vitamin C': 15, 'fiber': 8}",400,30,1,"1. Cook lentils according to package instructions. 2. Add taco seasoning to lentils and simmer for 5 minutes. 3. Warm tortillas and fill with lentils, avocado, and salsa. 4. Serve with lettuce on the side.",TRUE
Baked Sweet Potatoes with Black Beans,Nutritious sweet potatoes stuffed with seasoned black beans and topped with cheese or avocado for a satisfying dish.,"sweet potatoes, black beans, cumin, garlic, cheese (optional), avocado",dinner,10,40,5,6,"{'vitamin A': 300, 'fiber': 6}",350,45,1,"1. Preheat oven to 400°F (200°C). 2. Pierce sweet potatoes with a fork and bake for 45-60 minutes until tender. 3. In a bowl, mix black beans with cumin and minced garlic. 4. Once sweet potatoes are cooked, cut them open and fill with black bean mixture. 5. Top with cheese or avocado, if desired.",TRUE
Quinoa and Black Bean Salad,"A refreshing salad packed with protein-rich quinoa and black beans, tossed with lime dressing and vegetables.","quinoa, black beans, corn, bell pepper, cilantro, lime juice, olive oil, salt",lunch,12,45,7,10,"{'vitamin C': 15, 'fiber': 9}",350,20,1,"1. Cook quinoa according to package instructions and let cool. 2. In a bowl, combine cooked quinoa, black beans, corn, diced bell pepper, and chopped cilantro. 3. Whisk lime juice, olive oil, and salt, then pour over the salad. 4. Toss to combine and serve chilled.",TRUE
Miso Soup with Tofu and Seaweed,"A traditional Japanese soup made with miso paste, tofu, and seaweed, light yet flavorful.","miso paste, tofu, seaweed, green onions, water",appetizer,8,5,3,1,"{'calcium': 5, 'iron': 1}",150,15,0,"1. In a pot, bring water to a boil. 2. Add miso paste and stir until dissolved. 3. Add cubed tofu and seaweed, simmer for 5 minutes. 4. Garnish with chopped green onions and serve hot.",TRUE
Grilled Salmon with Asparagus,Delicious salmon fillets grilled and served with roasted asparagus for a healthy and balanced meal.,"salmon fillets, asparagus, olive oil, lemon juice, garlic, salt, pepper",dinner,30,5,20,2,"{'omega-3': 2, 'vitamin D': 5}",500,25,1,"1. Preheat grill to medium-high heat. 2. Season salmon and asparagus with olive oil, lemon juice, garlic, salt, and pepper. 3. Grill salmon for 4-5 minutes per side and asparagus for 5-7 minutes until tender. 4. Serve immediately.",FALSE
Spaghetti Squash with Pesto and Cherry Tomatoes,"A low-carb alternative to pasta, spaghetti squash topped with homemade pesto and fresh cherry tomatoes.","spaghetti squash, pesto, cherry tomatoes, olive oil, salt, pepper",dinner,5,15,7,3,"{'vitamin C': 20, 'fiber': 4}",250,40,1,"1. Preheat oven to 400°F (200°C). 2. Cut spaghetti squash in half and remove seeds. 3. Drizzle with olive oil, salt, and pepper, and bake for 30-40 minutes until tender. 4. Scrape squash with a fork to create strands and mix with pesto and halved cherry tomatoes. 5. Serve warm.",TRUE
Coconut Curry Lentils with Spinach,"Creamy and flavorful lentils cooked in coconut milk with spinach, spices, and served over rice.","lentils, coconut milk, spinach, onion, garlic, ginger, curry powder, salt",dinner,15,40,15,8,"{'vitamin A': 10, 'fiber': 8}",400,35,2,"1. In a pot, heat oil and sauté chopped onions, garlic, and ginger until soft. 2. Add lentils, coconut milk, spinach, and curry powder, and simmer for 20 minutes. 3. Serve hot over rice.",TRUE
Cauliflower Fried Rice,A low-carb and healthy version of fried rice made with grated cauliflower and a mix of vegetables.,"cauliflower, mixed vegetables (carrots, peas), soy sauce, garlic, green onion, eggs (optional)",dinner,10,20,5,4,"{'vitamin C': 20, 'fiber': 4}",250,20,1,"1. Grate cauliflower into rice-sized pieces. 2. In a pan, heat oil and sauté garlic, then add mixed vegetables. 3. Stir in cauliflower and soy sauce, cooking for 5-7 minutes. 4. Optionally, scramble in eggs and serve hot.",TRUE
Chicken Fajitas with Bell Peppers and Onions,"Sizzling chicken fajitas cooked with bell peppers and onions, served with tortillas and toppings.","chicken breast, bell peppers, onions, fajita seasoning, tortillas, avocado, salsa",dinner,30,35,10,5,"{'vitamin C': 25, 'iron': 3}",500,30,2,"1. In a skillet, cook sliced chicken with fajita seasoning until browned. 2. Add sliced bell peppers and onions, cooking until tender. 3. Warm tortillas and fill with chicken mixture. 4. Serve with avocado and salsa on top.",FALSE
Tandoori Chicken,"Spicy and flavorful marinated chicken grilled to perfection, served with mint chutney.","chicken pieces, yogurt, lemon juice, garlic, ginger, tandoori masala, salt, oil",dinner,30,0,15,2,"{'vitamin B12': 6, 'protein': 25}",350,60,3,"1. In a bowl, mix yogurt, lemon juice, minced garlic, ginger, tandoori masala, and salt. 2. Marinate chicken in this mixture for at least 2 hours or overnight. 3. Preheat the grill to medium-high heat. 4. Grill the marinated chicken for 20-30 minutes, turning occasionally, until fully cooked. 5. Serve hot with mint chutney.",FALSE
Vegetable Korma,"A creamy and rich curry made with assorted vegetables and aromatic spices, perfect with rice or bread.","mixed vegetables (carrots, peas, beans, potatoes), onion, tomato, coconut milk, korma masala, ginger-garlic paste, salt",dinner,8,30,10,5,"{'vitamin A': 15, 'fiber': 6}",400,40,2,"1. In a pan, heat oil and sauté chopped onions until golden. 2. Add ginger-garlic paste and cook for a minute. 3. Add chopped tomatoes and korma masala, cooking until tomatoes are soft. 4. Stir in mixed vegetables and coconut milk, simmering until the vegetables are tender. 5. Serve hot with rice or naan.",TRUE
Chicken Tikka Masala,"Tender pieces of chicken in a creamy, spiced tomato sauce, served with naan or rice for a hearty meal.","chicken breast, yogurt, tomato puree, cream, onion, garlic, ginger, garam masala, salt",dinner,25,15,20,3,"{'vitamin C': 10, 'iron': 2}",500,50,3,"1. Marinate chicken in yogurt, garlic, and ginger for at least 1 hour. 2. Grill or bake chicken until cooked, then set aside. 3. In a pan, heat oil and sauté onions until golden. 4. Add garlic, ginger, and garam masala, cooking for a minute. 5. Add tomato puree and simmer for 10 minutes. 6. Stir in cream and add grilled chicken, simmering for an additional 5 minutes. 7. Serve with naan or rice.",FALSE
Dal Tadka,"A comforting and nutritious lentil dish tempered with spices, best enjoyed with rice or roti.","yellow lentils (toor dal), onion, tomato, cumin seeds, garlic, turmeric powder, salt, coriander leaves",dinner,12,35,3,6,"{'protein': 9, 'fiber': 8}",300,30,1,"1. Cook lentils in water until soft. 2. In a pan, heat oil and add cumin seeds, letting them splutter. 3. Add chopped onions and sauté until golden. 4. Stir in garlic, turmeric, and chopped tomatoes, cooking until tomatoes soften. 5. Mix this tempering into the cooked lentils, adding salt to taste. 6. Garnish with chopped coriander leaves and serve hot.",TRUE
Paneer Butter Masala,"Soft paneer cubes in a rich, creamy tomato sauce with a hint of butter, served with naan or rice.","paneer, tomato puree, cream, butter, onion, garlic, ginger, garam masala, kasuri methi, salt",dinner,15,25,25,3,"{'calcium': 20, 'vitamin D': 2}",500,40,2,"1. Heat butter in a pan and sauté chopped onions until golden. 2. Add garlic and ginger, cooking for a minute. 3. Stir in tomato puree and garam masala, simmering for 10 minutes. 4. Add cream and paneer cubes, cooking for an additional 5 minutes. 5. Add kasuri methi and serve with naan or rice.",TRUE
Bhindi Masala,"Stir-fried okra with spices, making a flavorful side dish for any Indian meal.","okra, onion, tomato, cumin seeds, turmeric powder, coriander powder, salt, oil",dinner,5,12,8,4,"{'vitamin K': 30, 'fiber': 3}",250,25,1,"1. Wash and cut okra into pieces. 2. In a pan, heat oil and add cumin seeds. 3. Add chopped onions and sauté until golden. 4. Add okra and sauté until cooked. 5. Stir in chopped tomatoes, turmeric, coriander powder, and salt. 6. Cook until the tomatoes soften and serve hot.",TRUE
Saag Paneer,"A classic Indian dish made with spinach and paneer in a spiced sauce, perfect with roti.","spinach, paneer, onion, garlic, ginger, green chilies, garam masala, salt",dinner,20,10,15,5,"{'iron': 20, 'vitamin A': 50}",400,30,2,"1. Boil spinach and blend it into a smooth paste. 2. In a pan, heat oil and sauté onions until golden. 3. Add garlic, ginger, and green chilies, cooking for a minute. 4. Stir in the spinach paste and garam masala, simmering for 5 minutes. 5. Add paneer cubes and cook for another 5 minutes. 6. Serve hot with roti.",TRUE
Chole,"Spicy and hearty chickpea curry, a staple in North Indian cuisine, best served with rice or bhature.","chickpeas, onion, tomato, garlic, ginger, chole masala, salt, oil",dinner,15,30,10,7,"{'iron': 3, 'fiber': 10}",350,40,2,"1. Soak chickpeas overnight and cook until tender. 2. In a pan, heat oil and sauté chopped onions until golden. 3. Add garlic, ginger, and tomatoes, cooking until soft. 4. Stir in chole masala and cooked chickpeas, simmering for 20 minutes. 5. Serve hot with rice or bhature.",TRUE
Vegetable Pulao,"A fragrant rice dish cooked with assorted vegetables and spices, perfect as a main course.","rice, mixed vegetables (peas, carrots, beans), cumin seeds, bay leaf, garam masala, salt, oil",lunch,10,45,10,6,"{'fiber': 4, 'vitamin A': 15}",350,30,1,"1. Wash and soak rice for 30 minutes. 2. In a pan, heat oil and add cumin seeds and bay leaf. 3. Add chopped vegetables and sauté for a few minutes. 4. Add soaked rice, garam masala, and water, cooking until rice is done. 5. Serve hot with raita.",TRUE
Lentil and Spinach Curry,"A wholesome curry made with lentils and spinach, flavored with spices, best with rice or roti.","lentils, spinach, onion, garlic, ginger, turmeric, cumin, salt",dinner,15,30,5,8,"{'fiber': 7, 'iron': 5}",300,30,1,"1. Cook lentils in water until soft. 2. In a pan, heat oil and sauté onions, garlic, and ginger. 3. Add turmeric and cumin, then stir in cooked lentils and spinach. 4. Simmer for 10 minutes and serve hot.",TRUE
Masala Roti with Raita,"Whole wheat flatbreads infused with spices, served with refreshing yogurt raita.","whole wheat flour, spices (cumin, coriander), water, yogurt, cucumber, mint",dinner,8,40,5,6,"{'fiber': 10, 'calcium': 20}",250,30,1,"1. In a bowl, mix whole wheat flour with spices and water to form a dough. 2. Roll out into flatbreads and cook on a hot griddle until golden. 3. For raita, mix yogurt with chopped cucumber and mint. 4. Serve roti hot with raita.",TRUE
Kadhi with Brown Rice,"A tangy yogurt-based curry with gram flour dumplings, served over brown rice for a nutritious meal.","yogurt, gram flour, spices (turmeric, cumin), salt, brown rice",dinner,10,60,8,7,"{'calcium': 25, 'protein': 10}",400,40,1,"1. In a bowl, mix yogurt and gram flour with water, spices, and salt to form a batter. 2. Steam or fry small dumplings from the batter. 3. In a pot, heat yogurt with spices, adding water to make a curry. 4. Add dumplings and simmer. 5. Serve over cooked brown rice.",TRUE
Stuffed Parathas,"Whole wheat flatbreads stuffed with spiced potatoes or paneer, served with yogurt or pickle.","whole wheat flour, potatoes/paneer, spices (cumin, coriander), yogurt, oil",dinner,10,50,15,6,"{'fiber': 8, 'vitamin C': 15}",400,40,2,"1. In a bowl, knead whole wheat flour into a soft dough. 2. Boil and mash potatoes or crumble paneer, mixing with spices. 3. Roll out dough, fill with the mixture, and seal. 4. Cook on a griddle until golden on both sides. 5. Serve hot with yogurt or pickle.",TRUE
Cabbage and Peas Sabzi,"A simple and quick stir-fry of cabbage and peas, seasoned with spices, great as a side dish.","cabbage, green peas, cumin seeds, turmeric, salt, oil",dinner,5,10,5,3,"{'vitamin K': 25, 'fiber': 4}",200,20,1,"1. In a pan, heat oil and add cumin seeds. 2. Add chopped cabbage and green peas, sautéing for a few minutes. 3. Add turmeric and salt, cooking until cabbage is tender. 4. Serve hot as a side dish.",TRUE
Green Smoothie,A refreshing and nutritious smoothie packed with greens and fruits for a healthy start to the day.,"spinach, banana, almond milk, chia seeds, honey",beverages,4,30,5,8,"{'vitamin A': 50, 'vitamin C': 20}",250,5,1,"1. In a blender, combine spinach, banana, almond milk, and chia seeds. 2. Blend until smooth. 3. Add honey to taste and blend again. 4. Pour into a glass and serve immediately.",TRUE
Turmeric Golden Milk,"A warm, spiced drink made with turmeric, milk, and honey, known for its anti-inflammatory properties.","turmeric powder, milk (dairy or plant-based), black pepper, honey, cinnamon",beverages,3,25,5,0,"{'vitamin D': 15, 'calcium': 20}",200,10,0,"1. In a saucepan, heat milk and stir in turmeric powder, black pepper, and cinnamon. 2. Bring to a simmer, stirring frequently. 3. Sweeten with honey to taste. 4. Serve warm.",TRUE
Detox Water with Lemon and Cucumber,"A refreshing drink to detoxify the body, infused with lemon and cucumber for flavor.","water, lemon slices, cucumber slices, mint leaves",beverages,0,5,0,0,{'vitamin C': 15},10,0,0,"1. In a pitcher, combine water, lemon slices, cucumber slices, and mint leaves. 2. Let it infuse for at least 1 hour in the fridge. 3. Serve chilled.",TRUE
Berry Infused Water,A fruity and refreshing infused water with mixed berries for a healthy twist.,"water, mixed berries (strawberries, blueberries, raspberries)",beverages,0,5,0,0,{'vitamin C': 20},15,0,0,"1. In a pitcher, add water and mixed berries. 2. Let it infuse for 30 minutes in the fridge. 3. Serve chilled.",TRUE
Ginger Tea,"A warm, soothing tea made with fresh ginger, great for digestion and relaxation.","water, fresh ginger, honey, lemon juice",beverages,0,10,0,0,{'vitamin C': 5},40,10,0,1. Boil water in a saucepan. 2. Add sliced ginger and simmer for 10 minutes. 3. Strain into a cup and add honey and lemon juice to taste. 4. Serve warm.,TRUE
Mint Lemonade,"A refreshing drink made with fresh mint, lemon, and sugar, perfect for hot days.","water, lemon juice, fresh mint leaves, sugar",beverages,0,20,0,0,{'vitamin C': 20},60,5,0,"1. In a pitcher, combine water, lemon juice, sugar, and fresh mint leaves. 2. Stir until sugar is dissolved. 3. Serve over ice.",TRUE
Coconut Water with Lime,A hydrating drink made with fresh coconut water and a splash of lime juice.,"coconut water, lime juice, mint leaves",beverages,0,10,0,0,{'potassium': 15},50,5,0,"1. In a glass, combine coconut water and lime juice. 2. Stir and garnish with mint leaves. 3. Serve chilled.",TRUE
Beetroot Juice,"A vibrant and nutrient-rich juice made with fresh beetroot, known for its health benefits.","beetroot, apple, lemon, ginger",beverages,2,30,0,2,"{'vitamin C': 10, 'iron': 15}",100,10,0,"1. Peel and chop beetroot, apple, and ginger. 2. Blend with lemon juice and strain. 3. Serve chilled.",TRUE
Carrot and Orange Juice,"A sweet and tangy juice combining the flavors of fresh carrots and oranges, rich in vitamin A.","carrots, oranges, ginger",beverages,2,25,0,4,"{'vitamin A': 50, 'vitamin C': 20}",120,10,0,1. Peel and chop carrots and oranges. 2. Blend with ginger and strain. 3. Serve chilled.,TRUE
Almond Milk,"A creamy and nutritious plant-based milk made from almonds, perfect for smoothies or on its own.","almonds, water, vanilla extract, sweetener (optional)",beverages,1,5,2,1,"{'vitamin E': 10, 'calcium': 15}",60,20,0,1. Soak almonds in water overnight. 2. Drain and blend with fresh water and vanilla extract. 3. Strain through a nut milk bag. 4. Sweeten if desired and serve.,TRUE
Chia Seed Lemonade,"A hydrating and nutritious drink made with chia seeds, lemon juice, and water, known for its health benefits.","water, chia seeds, lemon juice, honey",beverages,1,10,1,5,"{'vitamin C': 20, 'fiber': 6}",80,5,0,"1. In a glass, mix water, chia seeds, lemon juice, and honey. 2. Stir and let sit for 10 minutes for seeds to expand. 3. Serve chilled.",TRUE
Apple Cider Vinegar Drink,"A tangy drink made with apple cider vinegar and water, often used for its health benefits.","water, apple cider vinegar, honey, lemon juice",beverages,0,5,0,0,{'potassium': 5},30,5,0,"1. In a glass, combine water, apple cider vinegar, honey, and lemon juice. 2. Stir well and serve.",TRUE
Spinach and Pineapple Smoothie,A delicious smoothie combining spinach and pineapple for a nutrient-packed treat.,"spinach, pineapple, banana, coconut water",beverages,3,30,1,4,"{'vitamin A': 50, 'vitamin C': 25}",200,5,1,"1. In a blender, combine spinach, pineapple, banana, and coconut water. 2. Blend until smooth. 3. Serve immediately.",TRUE
Herbal Iced Tea,"A refreshing iced tea made from herbal tea bags, perfect for hot days.","herbal tea bags, water, honey, lemon",beverages,0,10,0,0,{'antioxidants': 15},40,15,0,1. Brew herbal tea in hot water and let it cool. 2. Sweeten with honey and add lemon juice. 3. Serve over ice.,TRUE
Avocado Smoothie,"A creamy smoothie made with ripe avocado, banana, and almond milk for a healthy treat.","avocado, banana, almond milk, honey",beverages,4,25,10,5,"{'vitamin E': 15, 'potassium': 10}",300,5,1,"1. In a blender, combine avocado, banana, almond milk, and honey. 2. Blend until smooth. 3. Serve chilled.",TRUE
Spinach and Banana Smoothie,"A nutritious and delicious smoothie made with fresh spinach and ripe banana, perfect for a healthy breakfast.","spinach, banana, almond milk, honey",beverages,3,30,5,5,"{'vitamin A': 50, 'vitamin C': 20}",200,5,1,"1. In a blender, combine spinach, banana, almond milk, and honey. 2. Blend until smooth. 3. Pour into a glass and serve immediately.",TRUE
Watermelon Mint Juice,"A refreshing juice made with juicy watermelon and fresh mint, ideal for hot summer days.","watermelon, mint leaves, lime juice",beverages,1,15,0,1,"{'vitamin C': 20, 'potassium': 10}",60,10,0,1. Cut watermelon into cubes and place in a blender. 2. Add mint leaves and lime juice. 3. Blend until smooth and strain if desired. 4. Serve chilled.,TRUE
Mango Lassi,"A creamy and delicious yogurt-based drink with mango and spices, popular in Indian cuisine.","mango, yogurt, milk, sugar, cardamom",beverages,6,40,2,1,"{'vitamin C': 25, 'calcium': 20}",250,5,0,"1. In a blender, combine ripe mango, yogurt, milk, sugar, and cardamom. 2. Blend until smooth. 3. Serve chilled in a glass.",TRUE
Hibiscus Tea,"A vibrant herbal tea made from dried hibiscus flowers, known for its tangy flavor and health benefits.","dried hibiscus flowers, water, sugar (optional)",beverages,0,5,0,0,{'vitamin C': 15},40,15,0,"1. Boil water and add dried hibiscus flowers. 2. Simmer for 10 minutes, then strain. 3. Sweeten with sugar if desired and serve hot or cold.",TRUE
Matcha Latte,"A creamy and energizing latte made with matcha green tea powder and milk, packed with antioxidants.","matcha powder, milk (dairy or plant-based), sweetener (optional)",beverages,4,15,3,1,"{'vitamin A': 10, 'calcium': 20}",100,5,0,1. Whisk matcha powder with a small amount of hot water to form a paste. 2. Heat milk and froth if desired. 3. Combine matcha paste with milk and sweeten if desired. 4. Serve warm.,TRUE
Kefir Smoothie,"A probiotic-rich smoothie made with kefir, fruits, and honey for a healthy boost.","kefir, banana, berries, honey",beverages,6,30,2,5,"{'calcium': 20, 'vitamin C': 15}",150,5,0,"1. In a blender, combine kefir, banana, berries, and honey. 2. Blend until smooth. 3. Serve immediately.",FALSE
Lemon Ginger Tea,"A soothing tea made with fresh ginger and lemon, perfect for digestion and boosting immunity.","water, fresh ginger, lemon juice, honey",beverages,0,10,0,0,{'vitamin C': 10},40,10,0,"1. Boil water and add sliced ginger. 2. Simmer for 10 minutes, then strain into a cup. 3. Add lemon juice and honey to taste. 4. Serve warm.",TRUE
Avocado Banana Shake,"A creamy shake made with ripe avocado and banana, rich in healthy fats and nutrients.","avocado, banana, milk (dairy or plant-based), honey",beverages,4,30,10,5,"{'vitamin E': 15, 'potassium': 10}",300,5,1,"1. In a blender, combine avocado, banana, milk, and honey. 2. Blend until smooth. 3. Serve chilled.",TRUE
Coconut Milk Chia Pudding,"A nutritious pudding made with coconut milk and chia seeds, perfect for breakfast or dessert.","coconut milk, chia seeds, honey, vanilla extract",beverages,4,15,15,10,"{'calcium': 20, 'omega-3': 5}",250,5,0,"1. In a bowl, combine coconut milk, chia seeds, honey, and vanilla extract. 2. Stir well and refrigerate for at least 4 hours or overnight. 3. Serve chilled, topped with fruits if desired.",TRUE
Pomegranate Juice,"A refreshing juice made with fresh pomegranate seeds, rich in antioxidants and vitamins.","pomegranate seeds, water, sugar (optional)",beverages,1,30,0,0,"{'vitamin C': 20, 'potassium': 10}",120,10,0,1. Extract the juice from pomegranate seeds using a juicer or blender. 2. Strain if desired and sweeten with sugar if needed. 3. Serve chilled.,TRUE
Green Tea with Mint,"A soothing green tea infused with fresh mint leaves, great for relaxation and digestion.","green tea leaves, water, mint leaves, honey (optional)",beverages,0,5,0,0,{'vitamin C': 5},30,5,0,1. Boil water and steep green tea leaves and mint leaves for 3-5 minutes. 2. Strain into a cup and sweeten with honey if desired. 3. Serve hot or cold.,TRUE
Strawberry Basil Lemonade,A refreshing lemonade infused with strawberries and basil for a unique twist.,"water, lemon juice, strawberries, basil leaves, sugar",beverages,0,20,0,0,{'vitamin C': 20},80,10,0,"1. In a pitcher, combine water, lemon juice, strawberries, basil leaves, and sugar. 2. Stir until sugar is dissolved. 3. Serve over ice.",TRUE
Turmeric Ginger Tea,"A warming tea made with turmeric and ginger, known for its anti-inflammatory properties.","water, turmeric powder, fresh ginger, honey",beverages,0,10,0,0,{'vitamin C': 5},40,10,0,"1. Boil water and add turmeric powder and sliced ginger. 2. Simmer for 10 minutes, then strain. 3. Sweeten with honey and serve warm.",TRUE
Berry Protein Shake,"A delicious and nutritious shake made with mixed berries and protein powder, perfect for post-workout.","mixed berries, protein powder, almond milk, honey",beverages,20,30,5,5,"{'vitamin C': 25, 'calcium': 15}",250,5,1,"1. In a blender, combine mixed berries, protein powder, almond milk, and honey. 2. Blend until smooth. 3. Serve immediately.",FALSE
Cucumber and Lime Sparkler,"A refreshing drink made with cucumber and lime, great for hydration.","sparkling water, cucumber slices, lime juice, mint leaves",beverages,0,5,0,0,{'vitamin C': 5},20,0,0,"1. In a glass, combine sparkling water, cucumber slices, lime juice, and mint leaves. 2. Stir gently and serve over ice.",TRUE
Almond Butter Smoothie,"A creamy and nutritious smoothie made with almond butter, banana, and milk, perfect for a protein boost.","almond butter, banana, almond milk, honey, ice",beverages,6,30,10,5,"{'vitamin E': 15, 'potassium': 10}",300,5,0,"1. In a blender, combine almond butter, banana, almond milk, honey, and ice. 2. Blend until smooth. 3. Serve immediately.",TRUE
